text,contextual_chunk
"{'event_name': 'Exhibition Opening: The Art of Democracy', 'location': 'Brew House Arts', 'description': 'Join us for an upcoming art exhibition opening at Brew House Arts! The Art of Democracy demonstrates the integral role that artists play in a healthy democracy. The exhibition looks to explore ways that artists and activists are using their voices, working in direct collaboration with communities, and harnessing collective power to move us towards a more just and liberated world.\nCurator: Natalie Sweet\nOpening: Thursday, October 10 from 6:30–8:30pm; announcement of other public programs to come\nExhibition Dates: October 10 through November 2, 2024\nVenue: Brew House Arts (711 S. 21st Street #210, Pittsburgh, PA 15203)\n412-212-6650'}","An upcoming art exhibition opening at Brew House Arts titled ""The Art of Democracy"" explores how artists and activists use their voices and collective power to promote a more just and liberated world."
"{'event_name': 'Neil Diamond Tribute - Solitary Man', 'location': 'The Palace Theatre', 'description': 'WILL CHALMERS has been performing his tribute to Neil Diamond Tribute Concert since 2002. His show appeals to all ages and he loves to get the audience involved by encouraging them to clap and sing along. Will’s natural resemblance to Neil Diamond, his flawless replication of Neil’s singing voice, combined with his outstanding stage presence has been captivating audiences wherever he goes.\n724-836-8000', 'price': '$33, $43, $48, $75'}","Neil Diamond Tribute Concert by WILL CHALMERS at The Palace Theatre, featuring his rendition of Neil Diamond's music with engaging audience participation."
"{'event_name': 'The Trees', 'location': 'Pittsburgh Playhouse of Point Park University', 'description': 'Late one night, drunk-stumbling home through a neighborhood park, two siblings’ feet take root in the earth. Literally. Word of this extraordinary event spreads and brings together an otherwise disparate group of strangers, each seeking renewed purpose. The Trees by Agnes Borinsky asks us to consider: in our mercenary world, how can we have a more expansive notion of what change is possible? What of our old lives do we hold onto?\n(412) 392-8000', 'price': '35'}","A play about siblings' feet taking root in the earth, exploring the idea of expansive change and holding onto old lives."
"{'event_name': 'The Velveteers', 'location': 'The Funhouse @ Mr. Smalls', 'description': 'Mr. Smalls Presents\nThe Velveteers\nWith Special Guest: Alex Vile\nDoors: 7:00 pm / Show: 8:00 pm\nThe Velveteers, a rock trio from Denver, CO made up of singer/guitarist Demi Demitro and drummers Baby Pottersmith and Jonny Fig, spent most of 2022-2023 performing on tours with Greta Van Fleet and The Black Keys. They released their debut album Nightmare Daydream on Easy Eye Sound, produced by Grammy Award-winning artist Dan Auerbach.\n6034337465', 'price': 'Advance: $15.00 - Day Of Show: $18.00'}","The Velveteers, a Denver rock trio, perform at Mr. Smalls with special guest Alex Vile, releasing their debut album Nightmare Daydream."
"{'event_name': 'Carnegie Mellon Opera: Transformations', 'location': 'Chosky Theatre, CMU', 'description': 'Carnegie Mellon Opera: Transformations\nConrad Susa, composer\nKarina Aviva, director\nRobert Frankenberry, conductor\nShowtimes:\nMonday, October 7, 2024 | 8:00 PM\nTuesday, October 8, 2024 | 8:00 PM\nWednesday, October 9, 2024 | 8:00 PM\nThursday, October 10, 2024 | 8:00 PM\nCost:\n$10 Regular Admission\n$5 Senior Citizen (65+) Admission\nEnter coupon code at checkout to receive free tickets\ncall box office for info 412-268-2407\n412-268-2407', 'price': '$10 / $5'}","Carnegie Mellon Opera: Transformations is an opera performance featuring Conrad Susa's composition, directed by Karina Aviva, conducted by Robert Frankenberry, with showtimes on October 7-10, 2024, priced at $10 for regular admission and $5 for senior citizens."
"{'event_name': 'Queeroween - SisTers PGH benefit', 'location': 'Spirit', 'description': 'Come all you gays and ghouls to the Queeroween Cover Show at Spirit Lodge (downstairs), with your host Angelica Dustbunny!\nBenefit Show for SisTers Pgh. $5-10 suggested donation. NOTAFLOF.\n4125864441', 'price': '5-10'}","Queeroween is a benefit show for SisTers Pgh featuring a cover show at Spirit Lodge, with a suggested donation of $5-10."
"{'event_name': 'Spanish Conversation Club', 'location': 'Carnegie Library, Oakland', 'description': '412-622-3151'}",Spanish Conversation Club at Carnegie Library in Oakland.
"{'event_name': 'Bluegrass Open Jam', 'location': ""Elwood's Pub"", 'description': '724-265-1181'}",A Bluegrass Open Jam event at Elwood's Pub.
"{'event_name': 'Gertrude Stein Political Club of Greater Pittsburgh', 'location': 'United Cerebral Palsy of Pittsburgh', 'description': 'Meetings of group devoted to LGBT issues in electoral politics.\n412-521-2504'}",A political club for LGBT issues in electoral politics.
"{'event_name': 'Tony Campbell and the Jazz Surgery', 'location': 'Dorothy Six Blast Furnace Cafe', 'description': '412-464-9023', 'price': '$ 5.00 Cover'}",A music venue event listing for Tony Campbell and the Jazz Surgery at Dorothy Six Blast Furnace Cafe.
"{'event_name': 'Live Band Karaoke by Lead Singer Wanted', 'location': 'The Bridge Music Bar', 'description': 'Be a RockStar! Now is your chance to rock out with a live band performing your favorite song. Live band karaoke with ""Lead Singer Wanted"" is just like regular karaoke, except you get to sing with the music performed by a real live backing band. This event is open to everyone.\n412-759-0186', 'price': 'Free'}","Live band karaoke event with a real live backing band, open to everyone, free admission."
"{'event_name': 'Miller Lite Thunder Thursdays Summer Music Series', 'location': 'Pittsburgh Shrine Center', 'description': 'Every Thursday! Never a cover, always under cover, at the Pittsburgh Shrine Center\n7242747000', 'price': 'Free'}",Free music every Thursday at the Pittsburgh Shrine Center.
"{'event_name': 'Thursday Adult Nature Walk', 'location': 'North Park', 'description': 'Free & open to ages 18 & older. Meets rain or shine every Thursday of the year. Naturalists guide these walks. Park and meet at the Ice Skating Rink parking lot off Kummer Road.\n724-935-1766'}","A free adult nature walk held every Thursday in North Park, led by naturalists at the Ice Skating Rink parking lot."
"{'event_name': ""International Women's Association of Pittsburgh"", 'location': 'First United Methodist Church Pittsburgh', 'description': 'Social, cultural club of American/international women.\n412-421-6108'}","The document provides information about the International Women's Association of Pittsburgh, including its location and contact details."
"{'event_name': 'Maude Movie Night', 'location': None, 'description': ""Maude Movie Nights are part of our ongoing effort to create community space for LGBTQIA+ witches. But also ANYONE who is a friend of a queer witch is welcome. ♥ (and we mean that in a figurative way. Come MAKE a queer witch friend if you don't have one already. We don't bite!)\nOur weekly themes:\nWeek 1: something magical and cute\nWeek 2: LGBTQIA+ themed\nWeek 3: something magical and cute\nWeek 4: Wild card movie! Anything goes! Could be spooky, could be spaceballs.\nWeek 5: Documentary (probably about magic or LQBTQIA+/social justice"", 'price': 'FREE'}","Maude Movie Night is an LGBTQIA+-friendly movie night event where anyone can attend, including those without a queer witch friend."
"{'event_name': 'Assemble Thursday Afterschool Program', 'location': None, 'description': 'Virtual Assemble is a STEAM (Science, Technology, Engineering, Art, & Math) centered digital hangout and material kit. Join Assemble teachers after school from 4:00pm-5:30pm in this weekly after school program. Each week students explore the dynamic world of STEAM through hands-on activities and dreaming up creative inventions together. Virtual Assemble after school sessions also include special visits from local artists, makers, and technologists who share their passion and talents with the group.\n412-661-6111', 'price': 'Free'}","Virtual Assemble is a free STEAM-focused after-school program that meets weekly from 4:00pm-5:30pm, offering hands-on activities and creative inventions."
"{'event_name': 'Rich Zabinski Trio', 'location': ""Sullivan's Steakhouse"", 'description': ""Live Jazz with the Rich Zabinski Trio, featuring Max Leake on keyboards, Chris McGraw on bass, and Rich on drums. Sullivan's is located on the ground floor of the US Steel building. Free validated parking in the garage under the Steel building.\n412-775-4000""}","Live jazz performance by Rich Zabinski Trio at Sullivan's Steakhouse, featuring Max Leake on keyboards, Chris McGraw on bass, and Rich on drums."
"{'event_name': 'Depression Bipolar Support Group', 'location': 'C.C. Mellor Memorial Library', 'description': '412-708-9423'}","Depression Bipolar Support Group meeting details: C. C. Mellor Memorial Library, 412-708-9423."
"{'event_name': 'Rich Zabinski Jazz Trio and Jam Session', 'location': 'Brickshop in the Tryp Hotel', 'description': 'Join Rich, Howie Alexander (keyboards) and Leon Boykins (bass) for a night of live jazz. Jazz musicians and vocalists are encouraged to come join in on the fun.\n412.687.8797'}",A jazz trio and jam session at Brickshop in the Tryp Hotel.
"{'event_name': 'Live! at Kingfly Spirits', 'location': 'Kingfly Spirits', 'description': 'Join us at the distillery for our weekly jazz night, ""Live! at Kingfly Spirits"".\nWe host the best jazz musicians in Pittsburgh with a new rotation every Thursday.\nVisit our website or Socials to see who is performing next.\nAt Kingfly Distillery, we are excited to support local arts and jazz initiatives and consider our venue to be one of the city’s rising destinations for ongoing Jazz programming.\nLive! at Kingfly will take place each Thursday from 7-10pm, unless noted otherwise on our website or social media.\nThere is a $10 cover for this event.', 'price': '10.00 cover'}","Weekly jazz night at Kingfly Spirits featuring rotating local musicians, with a $10 cover."
"{'event_name': 'Bellevue Open Mic', 'location': 'Pizza Station', 'description': 'All ages Open Mic night\nThursday’s 7pm-10pm\nHip hop, spoken word, acoustic, poetry, stand up\nHosted by Apostropheus\n412-766-7676', 'price': 'Free'}","An open mic night event at Pizza Station from 7pm to 10pm on Thursday, featuring various genres including hip hop, spoken word, acoustic, poetry, and stand-up, hosted by Apostropheus."
"{'event_name': 'Live! at Kingfly Spirits', 'location': 'Kingfly Spirits', 'description': 'Join us at the distillery for our weekly Jazz Night: “Live! at Kingfly Spirits” as we welcome a rotation of the best jazz musicians in Pittsburgh.\nVisit our website or socials to see who will be performing next.\n-------------------\nAt Kingfly Distillery, we are excited to support local arts and jazz initiatives and consider our venue to be one of the city’s rising destinations for ongoing Jazz programming. Live! at Kingfly will take place each Thursday from 7-10pm, unless noted otherwise on our website or social media.\nThere is a $10 cover for this event.', 'price': '10.00 cover'}","Weekly jazz night at Kingfly Spirits, featuring rotating local musicians, with a $10 cover."
"{'event_name': 'Thursday Trivia Night', 'location': 'Lawrenceville Distilling Co', 'description': 'Join us Thursday nights for cocktails, food from Blacksheep BBQ and trivia! Teams of up to 4 people compete for cool prizes. 21+\n412-945-0845', 'price': 'FREE'}","Thursday Trivia Night at Lawrenceville Distilling Co, featuring cocktails, food from Blacksheep BBQ, and trivia for teams of up to 4, with prizes and a 21+ age requirement."
